CHR,chromosomeChunk
9,9:140100147-140177093
9,9:140114707-140317714
9,9:140119087-140328858
9,9:140135665-140353786
9,9:140145713-140444986
9,9:140149625-140447007
9,9:140172201-140473387
9,9:140201348-140484942
9,9:140317802-140513358
9,9:140342022-140764468
9,9:140354404-141071821
9,9:140445651-141093775
9,9:140449356-141143444
9,9:140476531-141213431
9,9:140500106-141213431
9,9:140513444-141213431
10,10:1-1034281
10,10:1-1065876
10,10:1-1095110
10,10:180405-1178237
10,10:320130-1779670
10,10:855484-3179904
10,10:1017097-3215003
10,10:1034338-3827473
10,10:1085848-4890254
10,10:1095478-5025475
10,10:1228073-5060223
10,10:3108525-5149878
10,10:3179920-5500426
10,10:3818188-5708558
10,10:4828821-5805703
10,10:4934796-5884095
10,10:5029967-5987863
10,10:5077546-6020150
10,10:5454514-6104288
10,10:5680830-6159420
10,10:5726801-6277495
10,10:5807186-6377944
10,10:5903580-6394723
10,10:5990855-6622263
10,10:6052652-6658414
10,10:6130950-6667308
10,10:6186881-6884868
10,10:6319650-7453450
10,10:6392278-7791483
10,10:6469105-7829990
10,10:6622381-7849778
10,10:6660678-8058590
10,10:6821560-8117161
10,10:7200586-11378674
10,10:7745232-11653753
10,10:7792925-11722513
10,10:7830092-11806069
10,10:7860467-11936699
10,10:8095567-12085169
10,10:11047259-12165224
10,10:11495945-12292588
10,10:11721674-12877545
10,10:11784365-13180291
10,10:11865338-13181533
10,10:11962021-13184977
10,10:12110971-13253104
10,10:12171636-13344412
10,10:12391481-13390297
10,10:13141449-13570974
10,10:13181196-14504141
10,10:13184185-14816896
10,10:13203554-14913740
10,10:13319796-14920685
10,10:13359424-14996431
10,10:13480484-15115851
10,10:13628927-15210692
10,10:14560556-15413061
10,10:14861249-15902519
10,10:14919687-16555736
10,10:14920819-16564004
10,10:15074226-16859527
10,10:15139179-17171830
10,10:15253642-17244053
10,10:15820169-17279592
10,10:16478942-17496329
10,10:16555742-17659376
10,10:16632610-17685877
10,10:16865963-17757913
10,10:17184253-18940551
10,10:17256238-18970568
10,10:17360382-20017479
10,10:17631958-20578785
10,10:17683283-21463116
10,10:17686124-22032559
10,10:18429606-22292698
10,10:18948334-22620413
10,10:19999257-23003484
10,10:20105168-23326518
10,10:21068902-23410942
10,10:21823094-23731308
10,10:22045466-25012597
10,10:22604903-25241533
10,10:22823778-25305089
10,10:23216953-25315593
10,10:23384435-26856732
10,10:23728198-26883253
10,10:24872538-27150016
10,10:25137536-27230930
10,10:25270908-27389421
10,10:25305587-27475853
10,10:26727132-27531059
10,10:26878794-27548384
10,10:26986588-27831143
10,10:27220135-28623415
10,10:27280843-28912041
10,10:27399383-28971868
10,10:27484146-30025710
10,10:27535279-30594995
10,10:27793197-30663377
10,10:28339922-30750762
10,10:28811581-31006195
10,10:28966271-31320866
10,10:29698331-31818742
10,10:30591755-32217742
10,10:30598730-32345359
10,10:30722866-32667726
10,10:30960495-33171802
10,10:31109136-33178239
10,10:31476812-33294720
10,10:32094365-33405600
10,10:32297938-33625190
10,10:32556679-35104253
10,10:32735068-35379570
10,10:33176189-35501886
10,10:33189247-35860852
10,10:33385185-36813162
10,10:33466420-38147034
10,10:34398488-38265561
10,10:35297479-38354016
10,10:35415719-38414472
10,10:35535953-38667433
10,10:36810649-42863422
10,10:38091751-43048270
10,10:38238500-43133992
10,10:38299578-43330385
10,10:38383264-43625799
10,10:38645305-43633782
10,10:42827314-43680756
10,10:43008958-43762367
10,10:43084555-43904614
10,10:43278249-43917548
10,10:43572475-43991517
10,10:43632272-44070066
10,10:43633934-44113351
10,10:43689983-44144304
10,10:43881065-45491339
10,10:43916186-45500774
10,10:43932282-45948569
10,10:44051792-46090354
10,10:44101855-46168228
10,10:44139307-46195980
10,10:45454855-46288409
10,10:45493146-46349323
10,10:45869661-46411619
10,10:45950035-46971400
10,10:46111043-47241942
10,10:46174140-49647403
10,10:46201879-49864310
10,10:46321042-50201091
10,10:46349541-50323554
10,10:46897592-50396630
10,10:47191844-50747584
10,10:49514698-51130715
10,10:49654077-51387768
10,10:49892921-51770259
10,10:50222290-51827563
10,10:50362773-51893269
10,10:50663414-52008370
10,10:51026325-52401211
10,10:51371390-52420232
10,10:51748078-52576255
10,10:51780942-53459355
10,10:51827648-54073888
10,10:51942538-58121036
10,10:52065360-60027694
10,10:52415727-60049346
10,10:52499078-60130513
10,10:53455247-60158981
10,10:53990502-61666414
10,10:58116989-62493248
10,10:59951278-62554610
10,10:60028818-62761198
10,10:60094735-63856703
10,10:60144782-64028466
10,10:61548521-64431771
10,10:61786056-64568238
10,10:62538089-64679660
10,10:62629196-64914783
10,10:63661059-65225722
10,10:63942794-65384883
10,10:64133951-69610504
10,10:64564516-69678147
10,10:64571756-69835105
10,10:64893050-70167051
10,10:64926981-70231879
10,10:65281123-70287231
10,10:69609283-70454239
10,10:69644427-70460551
10,10:69681665-70552134
10,10:70042417-70655188
10,10:70173821-70706603
10,10:70237756-70744829
10,10:70320413-70776738
10,10:70458257-70864567
10,10:70480769-70932617
10,10:70587298-70968855
10,10:70661034-71027315
10,10:70715884-71161638
10,10:70748487-71176623
10,10:70847862-71267425
10,10:70883268-71393352
10,10:70939988-71724031
10,10:70980059-71892690
10,10:71029740-71906432
10,10:71163659-71930279
10,10:71211229-71993667
10,10:71390007-72142382
10,10:71561644-72188374
10,10:71812552-72207707
10,10:71897737-72328205
10,10:71907045-72362531
10,10:71962586-72522197
10,10:72058729-72640930
10,10:72164135-72648541
10,10:72192071-73062621
10,10:72238577-73123142
10,10:72357104-73575702
10,10:72432559-73611126
10,10:72575717-73813795
10,10:72642037-73848790
10,10:72972327-73995618
10,10:73079015-74035794
10,10:73156691-74114988
10,10:73576055-74385899
10,10:73813052-74647452
10,10:73818793-74856732
10,10:73856278-74861055
10,10:74033678-75118617
10,10:74092588-75173834
10,10:74127098-75193319
10,10:74451889-75385711
10,10:74766975-75391248
10,10:74857802-75457639
10,10:74870217-75490245
10,10:75134859-75497069
10,10:75183339-75531919
10,10:75196186-75540009
10,10:75390314-75543410
10,10:75434033-75571589
10,10:75458909-75634343
10,10:75490320-75682535
10,10:75504120-75879918
10,10:75532049-75910821
10,10:75541805-76469061
10,10:75545340-76792380
10,10:75572259-76941881
10,10:75668935-76991206
10,10:75757872-76995788
10,10:75881524-77168738
10,10:75910960-78319925
10,10:76585340-79398353
10,10:76854192-79686378
10,10:76969912-79789303
10,10:76993727-79816570
10,10:77157588-80827652
10,10:77360998-81076276
10,10:78629359-81115093
10,10:79542624-81205383
10,10:79734907-81276188
10,10:79793518-81437248
10,10:80703085-81474437
10,10:80828792-81587358
10,10:81107225-81742370
10,10:81142081-81852313
10,10:81272357-81905115
10,10:81420647-81965328
10,10:81462983-82192753
10,10:81563813-82295698
10,10:81697496-82406316
10,10:81806616-85913001
10,10:81891438-85979377
10,10:81910645-86278273
10,10:82167585-88281572
10,10:82213922-88284858
10,10:82297658-88495825
10,10:85898176-88692595
10,10:85954410-88731068
10,10:86088342-88769960
10,10:88195013-88951225
10,10:88281702-89102369
10,10:88428206-89130452
10,10:88516407-89313217
10,10:88695297-89507462
10,10:88752163-89605369
10,10:88810243-89731687
10,10:88963632-90344287
10,10:89102493-90537999
10,10:89264632-90611575
10,10:89369920-90775542
10,10:89511269-90776816
10,10:89618918-91174314
10,10:90033621-91180758
10,10:90521163-91405215
10,10:90581889-91534700
10,10:90639491-91600618
10,10:90775593-92668312
10,10:90973326-93044088
10,10:91174343-93274586
10,10:91342745-93625033
10,10:91461367-93669240
10,10:91589267-93790082
10,10:92631473-94050844
10,10:92979908-94113721
10,10:93170096-94333833
10,10:93558069-94415150
10,10:93666346-94455403
10,10:93683526-94819250
10,10:93806449-95242074
10,10:94050920-95288849
10,10:94211441-95364237
10,10:94353043-95425767
10,10:94447945-95462329
10,10:94590935-95715819
10,10:95066186-95721297
10,10:95256389-96122716
10,10:95326422-96295687
10,10:95372345-96373662
10,10:95427640-97050781
10,10:95653730-97321171
10,10:95717948-97416463
10,10:95753746-97453900
10,10:96162261-97849995
10,10:96305547-98031344
10,10:96997329-98347209
10,10:97071528-98480271
10,10:97365696-98510675
10,10:97423158-98740800
10,10:97471536-98745582
10,10:97889472-98755716
10,10:98277866-98945677
10,10:98353069-99052413
10,10:98510045-99069715
10,10:98592017-99081672
10,10:98741041-99102770
10,10:98752207-99161127
10,10:98757795-99193198
10,10:98978996-99205774
10,10:99068895-99217127
10,10:99079022-99258551
10,10:99092255-99330966
10,10:99116115-99436191
10,10:99185917-99447080
10,10:99195899-99477907
10,10:99205927-99520664
10,10:99218081-99531709
10,10:99258625-99631337
10,10:99344080-100004654
10,10:99437181-100028007
10,10:99472930-100174941
10,10:99496878-100206684
10,10:99526508-101154087
10,10:99609996-101190381
10,10:99894387-101197874
10,10:100007447-101380366
10,10:100143322-101515891
10,10:100175955-101611949
10,10:101088856-101769676
10,10:101156627-101989376
10,10:101190948-102027437
10,10:101370282-102046469
10,10:101419263-102124591
10,10:101542489-102143125
10,10:101635334-102319755
10,10:101909851-102724893
10,10:101989424-102754158
10,10:102033713-102790890
10,10:102106881-102800998
10,10:102133372-103317078
10,10:102246399-103369425
10,10:102670860-103455052
10,10:102729215-103543170
10,10:102756375-103578696
10,10:102790991-103603677
10,10:103113820-103815950
10,10:103330317-103827792
10,10:103370423-103880210
10,10:103541082-103910082
10,10:103544200-103923627
10,10:103578835-103989346
10,10:103605356-104142656
10,10:103825147-104162281
10,10:103867317-104182893
10,10:103892787-104192418
10,10:103911933-104220863
10,10:103986085-104236802
10,10:104005289-104262482
10,10:104153867-104393292
10,10:104162376-104403897
10,10:104183002-104418164
10,10:104209574-104474164
10,10:104221149-104503249
10,10:104238986-104576021
10,10:104263744-104597290
10,10:104402549-104624718
10,10:104404253-104661656
10,10:104433488-104953056
10,10:104474295-105110891
10,10:104503727-105156223
10,10:104590288-105206049
10,10:104613980-105222452
10,10:104629273-105615301
10,10:104678050-105639519
10,10:105062553-105677963
10,10:105127724-105788991
10,10:105156405-105845760
10,10:105206543-105886143
10,10:105253736-106027217
10,10:105637132-106064703
10,10:105642300-106098162
10,10:105726959-106113333
10,10:105791044-106214848
10,10:105881816-107024993
10,10:105995114-109871360
10,10:106028631-111683311
10,10:106071894-111713649
10,10:106111349-111895323
10,10:106113522-112047123
10,10:106400859-112064709
10,10:109517591-112271302
10,10:111624524-112364394
10,10:111701029-112679032
10,10:111756126-112773425
10,10:111967363-112840658
10,10:112050488-113975135
10,10:112257596-114188138
10,10:112327449-114206672
10,10:112629501-114578503
10,10:112679301-114587485
10,10:112836790-114927437
10,10:113909624-115490662
10,10:114133776-115614142
10,10:114190058-115676953
10,10:114206756-115933979
10,10:114583249-115992063
10,10:114710009-116164515
10,10:115438942-116444762
10,10:115594488-116659591
10,10:115614420-116737430
10,10:115880621-118609716
10,10:115939029-118886097
10,10:116054583-119038941
10,10:116190872-119134978
10,10:116581503-119304579
10,10:116697952-119806114
10,10:118592512-120101840
10,10:118643742-120514761
10,10:118999111-120793854
10,10:119040000-120840316
10,10:119232726-120897496
10,10:119764427-120925179
10,10:120065401-120938345
10,10:120433679-121215131
10,10:120789228-121302220
10,10:120794356-121356541
10,10:120863598-121437331
10,10:120900279-121588652
10,10:120927215-121652068
10,10:120967101-121702014
10,10:121259340-122114718
10,10:121334199-122669036
10,10:121410882-123357972
10,10:121485609-123688316
10,10:121588972-123734732
10,10:121652223-124014060
10,10:122114177-124191867
10,10:122521324-124274424
10,10:123237848-124639157
10,10:123499939-124658230
10,10:123716603-124768333
10,10:123748689-124817827
10,10:124134212-124924886
10,10:124221041-125764344
10,10:124591665-125853206
10,10:124639246-126107545
10,10:124690419-126480439
10,10:124768495-126525239
10,10:124913793-126849739
10,10:125763820-127452712
10,10:125767184-127511817
10,10:126085872-127585005
10,10:126150403-127698161
10,10:126490354-128077024
10,10:126605712-129250781
10,10:127371798-129884119
10,10:127477146-129924649
10,10:127512115-131566271
10,10:127585108-131909081
10,10:127700950-131982785
10,10:128593978-133773331
10,10:129705325-133795435
10,10:129894923-133998313
10,10:131265448-134019280
10,10:131864638-134145351
10,10:131934663-134195010
10,10:133747955-134231367
10,10:133781578-134262912
10,10:133918175-134596979
10,10:134000404-134756327
10,10:134020996-135039916
10,10:134145614-135055433
10,10:134210672-135090372
10,10:134257831-135166187
10,10:134351324-135171529
10,10:134621896-135187193
10,10:134973951-135382916
10,10:135050908-135534747
10,10:135075907-135534747
10,10:135093135-135534747
11,11:1-252983
11,11:1-285359
11,11:1-288987
11,11:127115-296107
11,11:167784-315272
11,11:207511-330122
11,11:215458-333688
11,11:278365-382116
11,11:287305-417455
11,11:289135-442011
11,11:307631-491393
11,11:318640-507300
11,11:333192-537287
11,11:369796-564021
11,11:405716-612222
11,11:417933-615999
11,11:448268-627143
11,11:494512-640706
11,11:532242-727727
11,11:537527-765024
11,11:576486-777488
11,11:612553-784297
11,11:626431-790123
11,11:637293-798316
11,11:644233-812880
11,11:747329-825573
11,11:767220-831991
11,11:777578-842545
11,11:787104-867116
11,11:790475-915058
11,11:799179-1012239
11,11:818902-1330884
11,11:826144-1331937
11,11:832843-1483919
11,11:842808-1522477
11,11:867357-1593150
11,11:924894-1785222
11,11:1295601-1862910
11,11:1330999-1913497
11,11:1411129-1929145
11,11:1490687-1959936
11,11:1575274-2011150
11,11:1753640-2022700
11,11:1860219-2170833
11,11:1874200-2292182
11,11:1923877-2339430
11,11:1940792-2418649
11,11:1968508-2425106
11,11:2016406-2444275
11,11:2150342-2870339
11,11:2289725-2907111
11,11:2316875-2946476
11,11:2397407-3013607
11,11:2421718-3078843
11,11:2425745-3187969
11,11:2465914-3400448
11,11:2904443-3430208
11,11:2909010-3658789
11,11:2965667-3847601
11,11:3022152-3862213
11,11:3108346-4114439
11,11:3360491-4160106
11,11:3402191-4400457
11,11:3631131-4414926
11,11:3686817-4497123
11,11:3848208-4629489
11,11:3875548-5250625
11,11:4115937-5256600
11,11:4399512-5271122
11,11:4406127-5667019
11,11:4496043-5959849
11,11:4619902-6224483
11,11:5246694-6255941
11,11:5253908-6265659
11,11:5269313-6341877
11,11:5274420-6416228
11,11:5684425-6440644
11,11:6223131-6463847
11,11:6232565-6495689
11,11:6255995-6502666
11,11:6340176-6505909
11,11:6411655-6510607
11,11:6416355-6614988
11,11:6452279-6624850
11,11:6469843-6633898
11,11:6496910-6640692
11,11:6502677-6677085
11,11:6509416-6704632
11,11:6518490-6707600
11,11:6616305-6767670
11,11:6624961-7533746
11,11:6634000-7678358
11,11:6642556-7698453
11,11:6702013-8023409
11,11:6707122-8190602
11,11:6734767-8615836
11,11:7448497-8693413
11,11:7534529-8932498
11,11:7686331-8941631
11,11:7991798-8999074
11,11:8040791-9025596
11,11:8413418-9159661
11,11:8633584-9286937
11,11:8703958-9336327
11,11:8932686-9469673
11,11:8968841-9550071
11,11:9002123-9615004
11,11:9041071-9774538
11,11:9160372-10315754
11,11:9302201-10328944
11,11:9406169-10529126
11,11:9481747-10530723
11,11:9595228-10562777
11,11:9685624-10715535
11,11:9779839-10801290
11,11:10326227-10830657
11,11:10329860-10928349
11,11:10529434-11980870
11,11:10533225-12031316
11,11:10562819-12285334
11,11:10772534-12380691
11,11:10818597-12552348
11,11:10830844-13011095
11,11:11862970-13408813
11,11:11984653-13484844
11,11:12115543-13753893
11,11:12297627-14386052
11,11:12398732-14665181
11,11:12984057-14892350
11,11:13298199-14913798
11,11:13409548-15268754
11,11:13690217-15643937
11,11:14299472-16778428
11,11:14464986-17035990
11,11:14665269-17229530
11,11:14899553-17371521
11,11:15133970-17398888
11,11:15593569-17405078
11,11:15987995-17410878
11,11:16799842-18034709
11,11:17095936-18063973
11,11:17229700-18127638
11,11:17373273-18343745
11,11:17402196-18388591
11,11:17407406-18429972
11,11:17809595-18548779
11,11:18039111-18610294
11,11:18091482-18656338
11,11:18300223-18747777
11,11:18343842-19197969
11,11:18415935-19263167
11,11:18477371-20143144
11,11:18551156-20405329
11,11:18621334-20530840
11,11:18714669-22304903
11,11:19138646-22834601
11,11:19245610-22851845
11,11:19372271-25104150
11,11:20385231-27385415
11,11:20409076-27494322
11,11:22214722-27528320
11,11:22644079-27719721
11,11:22835345-28355054
11,11:24518516-30359774
11,11:27352374-31453396
11,11:27387508-31531192
11,11:27516123-31805546
11,11:27528385-32127301
11,11:28042167-32627808
11,11:30344598-32879669
11,11:31391387-33014862
11,11:31453948-33055128
11,11:31531297-33213144
11,11:31806340-33378569
11,11:32605344-33757991
11,11:32851489-33796089
11,11:32914724-33913836
11,11:33037410-34122703
11,11:33060963-34169217
11,11:33278218-34379555
11,11:33719807-34493609
11,11:33762485-35042138
11,11:33880122-35253949
11,11:34073230-35829775
11,11:34127149-36253686
11,11:34172535-36310999
11,11:34460472-36486754
11,11:34874641-36531822
11,11:35160417-36694823
11,11:35684353-43366079
11,11:35965531-43516483
11,11:36295051-43878167
11,11:36317838-43942494
11,11:36508577-44105772
11,11:36616051-44266979
11,11:43333513-44641913
11,11:43380482-44972840
11,11:43577986-45247734
11,11:43902361-45834566
11,11:44087475-45904798
11,11:44117099-45928016
11,11:44585977-45940363
11,11:44748015-45950647
11,11:45115564-46142985
11,11:45825623-46402104
11,11:45868669-46405375
11,11:45907202-46615675
11,11:45931220-46696368
11,11:45943172-46722165
11,11:45950871-46727462
11,11:46354455-46867847
11,11:46402306-47198676
11,11:46417964-47260767
11,11:46624411-47290396
11,11:46698630-47351582
11,11:46722368-47374253
11,11:46764598-47400127
11,11:46958240-47438047
11,11:47236493-47447993
11,11:47260853-47470730
11,11:47290712-47606114
11,11:47352957-47664175
11,11:47376411-47736941
11,11:47404699-47788995
11,11:47440320-47870107
11,11:47459308-48189670
11,11:47487496-57092426
11,11:47638867-57103351
11,11:47681143-57195053
11,11:47738072-57245007
11,11:47799639-57283259
11,11:48002113-57298276
11,11:57067112-57318108
11,11:57093459-57335757
11,11:57154267-57382326
11,11:57228022-57429340
11,11:57252007-57468659
11,11:57295936-57479693
11,11:57308979-57508445
11,11:57319129-57519253
11,11:57364860-57587018
11,11:57405497-58345693
11,11:57435219-58388515
11,11:57471186-58393198
11,11:57480072-58826132
11,11:57508825-58894883
11,11:57520715-58922512
11,11:58294344-58980424
11,11:58346584-59051506
11,11:58390146-59383617
11,11:58701116-59436453
11,11:58874658-59573354
11,11:58897606-59578345
11,11:58938903-59634048
11,11:59036349-59838601
11,11:59341871-59863444
11,11:59383902-59928295
11,11:59480929-59952139
11,11:59573608-60010561
11,11:59620273-60076445
11,11:59824060-60185161
11,11:59855734-60238233
11,11:59927160-60623444
11,11:59939081-60674060
11,11:59968726-60677214
11,11:60048014-60690915
11,11:60145955-60720002
11,11:60223225-60787849
11,11:60609544-60895324
11,11:60658202-60929089
11,11:60674261-61018920
11,11:60681346-61062896
11,11:60691935-61136981
11,11:60739115-61166335
11,11:60869867-61258403
11,11:60897728-61406921
11,11:61008514-61514473
11,11:61025762-61634826
11,11:61066923-61659523
11,11:61159159-61687741
11,11:61170121-61735132
11,11:61382508-61920635
11,11:61447905-62160882
11,11:61520114-62323707
11,11:61640991-62359649
11,11:61664773-62369312
11,11:61717293-62382592
11,11:61891445-62389647
11,11:62104383-62414104
11,11:62201016-62420774
11,11:62327073-62441159
11,11:62360686-62446567
11,11:62369690-62477317
11,11:62382768-62494821
11,11:62392298-62507765
11,11:62414320-62521660
11,11:62430287-62534182
11,11:62443970-62559493
11,11:62457747-62573774
11,11:62480102-62599560
11,11:62495541-62609281
11,11:62515791-62623386
11,11:62529016-62656352
11,11:62538775-63258666
11,11:62559595-63284246
11,11:62574369-63313934
11,11:62599706-63330855
11,11:62619460-63384355
11,11:62623518-63439393
11,11:63228876-63527363
11,11:63273556-63536113
11,11:63304281-63595190
11,11:63320242-63602415
11,11:63340667-63678491
11,11:63391559-63724800
11,11:63448918-63744015
11,11:63527364-63933578
11,11:63580860-63972015
11,11:63602139-64001824
11,11:63606400-64006259
11,11:63706431-64011604
11,11:63742079-64016966
11,11:63753325-64036622
11,11:63952744-64056972
11,11:63974150-64085556
11,11:64002010-64089283
11,11:64008475-64096976
11,11:64011956-64125006
11,11:64018995-64139687
11,11:64037302-64163303
11,11:64073044-64219126
11,11:64085560-64490660
11,11:64092522-64512928
11,11:64107695-64527769
11,11:64126620-64546258
11,11:64161814-64546877
11,11:64216546-64570713
11,11:64373646-64578766
11,11:64494383-64612041
11,11:64513861-64655768
11,11:64532078-64660921
11,11:64546426-64684722
11,11:64556290-64701945
11,11:64570982-64764517
11,11:64590859-64789656
11,11:64619114-64808044
11,11:64658827-64826021
11,11:64662007-64851636
11,11:64685025-64883856
11,11:64755415-64885170
11,11:64781585-64902004
11,11:64794880-64943941
11,11:64808373-64979477
11,11:64833772-65010228
11,11:64851695-65073060
11,11:64883875-65089900
11,11:64888100-65120720
11,11:64941588-65125084
11,11:64945077-65151172
11,11:64981311-65180996
11,11:65029233-65213011
11,11:65082289-65234028
11,11:65101225-65273940
11,11:65122238-65306175
11,11:65134909-65326401
11,11:65154070-65337744
11,11:65190245-65341669
11,11:65222728-65360121
11,11:65265233-65363467
11,11:65292548-65382853
11,11:65306276-65404910
11,11:65337131-65418401
11,11:65337901-65430565
11,11:65343509-65488418
11,11:65360326-65539056
11,11:65365226-65548273
11,11:65383244-65641063
11,11:65405568-65656010
11,11:65421067-65659105
11,11:65479467-65668044
11,11:65513200-65686588
11,11:65543364-65689032
11,11:65590493-65727434
11,11:65647280-65747299
11,11:65657875-65771620
11,11:65659520-65793988
11,11:65684279-65836779
11,11:65686728-66012218
11,11:65712916-66013710
11,11:65729160-66035331
11,11:65764016-66056641
11,11:65784223-66084515
11,11:65818200-66104311
11,11:65837834-66112596
11,11:66012311-66115163
11,11:66024765-66139685
11,11:66036004-66234209
11,11:66081958-66277130
11,11:66097713-66313709
11,11:66104804-66336312
11,11:66112843-66373490
11,11:66115421-66413940
11,11:66202546-66445392
11,11:66234216-66496697
11,11:66278077-66614017
11,11:66330934-66725847
11,11:66360292-66818334
11,11:66384053-67025558
11,11:66432469-67054027
11,11:66452719-67069956
11,11:66511922-67080078
11,11:66615704-67141648
11,11:66774249-67193078
11,11:66886740-67202872
11,11:67033881-67211292
11,11:67056018-67226699
11,11:67070919-67236743
11,11:67118248-67258574
11,11:67159176-67273734
11,11:67195931-67276120
11,11:67202981-67354131
11,11:67219877-67380006
11,11:67231824-67383728
11,11:67250512-67397401
11,11:67259239-67418130
11,11:67273968-67572807
11,11:67351066-67673821
11,11:67374323-67707245
11,11:67380124-67772452
11,11:67395409-67797928
11,11:67410026-67804111
11,11:67559119-67888911
11,11:67653948-67981295
11,11:67702034-68039469
11,11:67758575-68216743
11,11:67776048-68384179
11,11:67798084-68519032
11,11:67806483-68611878
11,11:67922330-68671303
11,11:68028803-68708070
11,11:68080077-68858072
11,11:68228186-69182494
11,11:68474908-69490184
11,11:68522088-70053496
11,11:68658744-70282690
11,11:68671310-71163914
11,11:68816365-71235153
11,11:69061605-71529284
11,11:69455855-71639700
11,11:70049269-71708643
11,11:70116806-71823826
11,11:71139239-71850936
11,11:71164155-71932994
11,11:71498556-71950149
11,11:71576555-72145692
11,11:71639747-72284273
11,11:71709587-72385635
11,11:71825915-72504726
11,11:71927645-72853306
11,11:71934745-72926958
11,11:72003469-72947397
11,11:72281704-72953380
11,11:72287185-73009662
11,11:72396114-73080136
11,11:72525353-73108519
11,11:72926043-73309234
11,11:72929343-73373864
11,11:72950020-73472182
11,11:72975550-73576178
11,11:73019334-73638790
11,11:73087309-73681411
11,11:73111532-73694352
11,11:73357223-73720480
11,11:73386683-73965748
11,11:73498361-74109518
11,11:73583712-74178774
11,11:73661364-74380162
11,11:73685712-74660245
11,11:73711326-74690076
11,11:73723763-74729938
11,11:74041363-74972069
11,11:74165886-75062873
11,11:74202757-75133324
11,11:74459913-75141674
11,11:74660292-75236948
11,11:74699179-75283828
11,11:74971171-75512579
11,11:74975226-75854239
11,11:75110530-75921780
11,11:75133438-76092015
11,11:75145685-76125663
11,11:75273101-76155700
11,11:75470557-76264069
11,11:75526212-76367756
11,11:75897369-76381791
11,11:76061000-76737841
11,11:76092357-76837201
11,11:76152382-76926284
11,11:76155967-77188074
11,11:76365213-77348850
11,11:76368100-77532063
11,11:76571911-77705724
11,11:76777979-77791265
11,11:76839310-77850706
11,11:77032752-77925757
11,11:77225981-78129394
11,11:77371041-78285919
11,11:77532155-79151992
11,11:77779350-82429124
11,11:77811982-82681626
11,11:77850817-82782965
11,11:77926343-82817761
11,11:78147007-83134559
11,11:78363876-85347580
11,11:81590893-85367591
11,11:82534544-85393951
11,11:82684175-85522184
11,11:82783108-85780924
11,11:82868030-85989855
11,11:85339629-85995710
11,11:85359011-86056969
11,11:85370752-86134151
11,11:85405267-86383678
11,11:85668727-86666433
11,11:85955586-87034800
11,11:85994969-87908635
11,11:86013253-88070955
11,11:86085778-89596061
11,11:86152150-89724840
11,11:86502101-89926062
11,11:86748886-89956532
11,11:87846410-92931130
11,11:88026760-93276674
11,11:89586008-93547861
11,11:89714609-93915138
11,11:89864683-94232749
11,11:89934328-94354587
11,11:92877341-94609918
11,11:93211638-94706776
11,11:93394805-94865809
11,11:93862094-94967268
11,11:94152895-95565857
11,11:94277006-95658479
11,11:94439597-96076344
11,11:94695787-96123087
11,11:94822974-96240738
11,11:94883703-100862668
11,11:95502106-101743293
11,11:95566046-101871789
11,11:95709762-102210134
11,11:96085933-102249401
11,11:96123153-102341115
11,11:100558384-102597781
11,11:101322295-102926528
11,11:101785746-102962944
11,11:102188215-103350591
11,11:102217942-104035107
11,11:102267063-104789800
11,11:102582526-104840163
11,11:102921416-104893895
11,11:102932805-104972158
11,11:102980160-105893130
11,11:103777914-105969437
11,11:104772276-107186997
11,11:104813593-107328572
11,11:104864962-107436472
11,11:104896170-107799019
11,11:105866350-107834208
11,11:105921825-107978503
11,11:107182858-108018503
11,11:107197071-108338258
11,11:107373452-108369159
11,11:107661717-108464465
11,11:107799229-108811657
11,11:107879459-110042566
11,11:107992243-110167447
11,11:108027942-110335605
11,11:108342832-111175770
11,11:108376158-111326355
11,11:108535752-111637151
11,11:109964087-111742305
11,11:110045605-111756699
11,11:110300607-111893308
11,11:111164114-111990353
11,11:111222977-112034840
11,11:111473115-112095422
11,11:111652919-112140678
11,11:111744780-112233257
11,11:111797868-113149158
11,11:111895538-113254266
11,11:112013974-113271140
11,11:112046190-113577095
11,11:112097088-113644533
11,11:112141472-113746292
11,11:112830002-113817287
11,11:113185251-113861035
11,11:113258513-114121398
11,11:113558272-114284925
11,11:113603909-114321001
11,11:113668596-115375675
11,11:113775399-115631345
11,11:113845603-116643704
11,11:113930315-116658766
11,11:114262165-116969153
11,11:114310108-117009298
11,11:115039938-117047610
11,11:115624966-117068160
11,11:116618886-117103241
11,11:116648436-117283984
11,11:116714118-117699413
11,11:117006244-117748201
11,11:117014983-117800174
11,11:117049449-117872196
11,11:117070037-117992605
11,11:117103341-118023603
11,11:117298489-118095809
11,11:117704434-118123065
11,11:117771358-118135251
11,11:117857063-118186890
11,11:117947753-118213459
11,11:118004092-118225876
11,11:118064455-118302211
11,11:118097409-118397539
11,11:118124118-118473748
11,11:118175260-118528741
11,11:118209669-118661858
11,11:118215059-118829269
11,11:118230300-118868714
11,11:118307205-118901616
11,11:118401756-118927913
11,11:118477155-118952688
11,11:118575316-118964259
11,11:118754475-118966177
11,11:118865534-118989252
11,11:118868852-119006752
11,11:118914900-119054725
11,11:118938403-119067479
11,11:118955576-119178859
11,11:118964564-119192231
11,11:118967213-119208023
11,11:118992297-119599794
11,11:119037277-120101041
11,11:119056166-120360645
11,11:119076752-120859613
11,11:119179241-120961484
11,11:119205237-121062202
11,11:119479135-121179403
11,11:120081475-121504402
